order_id,customer_id,customer_name,customer_segment,order_status,item_id,item_name,item_price,total,ds
595280,6297,Veronica Singleton,Standard,cancelled,ITM004,Monitor,265.66,265.66,2025-10-27
595280,6297,Veronica Singleton,Standard,cancelled,ITM012,Speaker,436.86,702.52,2025-10-27
595280,6297,Veronica Singleton,Standard,cancelled,ITM005,Headphones,372.81,1075.33,2025-10-27
595280,6297,Veronica Singleton,Standard,cancelled,ITM010,Phone Case,311.16,1386.49,2025-10-27
595280,6297,Veronica Singleton,Standard,cancelled,ITM008,Desk Chair,116.28,1502.77,2025-10-27
954217,5522,Mr. Joseph Bridges,Standard,other,ITM001,Laptop,431.71,431.71,2025-10-27
954217,5522,Mr. Joseph Bridges,Standard,other,ITM015,SSD,326.82,758.53,2025-10-27
954217,5522,Mr. Joseph Bridges,Standard,other,ITM003,Keyboard,358.23,1116.76,2025-10-27
356817,1165,Sarah Morgan,Enterprise,new,ITM013,Router,364.49,364.49,2025-10-27
814937,3201,Ashley Jacobs,Enterprise,pending,ITM007,USB Cable,186.37,186.37,2025-10-27
814937,3201,Ashley Jacobs,Enterprise,pending,ITM002,Mouse,328.66,515.03,2025-10-27
814937,3201,Ashley Jacobs,Enterprise,pending,ITM005,Headphones,375.75,890.78,2025-10-27
814937,3201,Ashley Jacobs,Enterprise,pending,ITM015,SSD,409.5,1300.28,2025-10-27
537374,7643,Jeffrey Walker,Premium,new,ITM011,Charger,154.48,154.48,2025-10-27
537374,7643,Jeffrey Walker,Premium,new,ITM014,Hard Drive,101.71,256.19,2025-10-27
537374,7643,Jeffrey Walker,Premium,new,ITM009,Desk Lamp,488.95,745.14,2025-10-27
537374,7643,Jeffrey Walker,Premium,new,ITM001,Laptop,369.43,1114.57,2025-10-27
537374,7643,Jeffrey Walker,Premium,new,ITM002,Mouse,344.82,1459.39,2025-10-27
552602,1039,Tracy Kelley,Premium,cancelled,ITM002,Mouse,355.42,355.42,2025-10-27
552602,1039,Tracy Kelley,Premium,cancelled,ITM004,Monitor,446.71,802.13,2025-10-27
552602,1039,Tracy Kelley,Premium,cancelled,ITM008,Desk Chair,330.66,1132.79,2025-10-27
963228,4311,Justin Gallagher,Premium,shipped,ITM001,Laptop,321.51,321.51,2025-10-27
963228,4311,Justin Gallagher,Premium,shipped,ITM011,Charger,308.22,629.73,2025-10-27
963228,4311,Justin Gallagher,Premium,shipped,ITM009,Desk Lamp,90.81,720.54,2025-10-27
963228,4311,Justin Gallagher,Premium,shipped,ITM008,Desk Chair,284.61,1005.15,2025-10-27
409774,4931,Anita Knapp,Budget,new,ITM001,Laptop,285.76,285.76,2025-10-27
409774,4931,Anita Knapp,Budget,new,ITM006,Webcam,158.31,444.07,2025-10-27
409774,4931,Anita Knapp,Budget,new,ITM010,Phone Case,248.05,692.12,2025-10-27
559394,9704,Krista Gonzales,Enterprise,new,ITM010,Phone Case,72.67,72.67,2025-10-27
559394,9704,Krista Gonzales,Enterprise,new,ITM011,Charger,237.2,309.87,2025-10-27
559394,9704,Krista Gonzales,Enterprise,new,ITM012,Speaker,57.36,367.23,2025-10-27
559394,9704,Krista Gonzales,Enterprise,new,ITM006,Webcam,373.43,740.66,2025-10-27
559394,9704,Krista Gonzales,Enterprise,new,ITM008,Desk Chair,222.58,963.24,2025-10-27
601211,4916,Michael Anderson,Standard,cancelled,ITM004,Monitor,333.74,333.74,2025-10-27
601211,4916,Michael Anderson,Standard,cancelled,ITM009,Desk Lamp,195.18,528.92,2025-10-27
601211,4916,Michael Anderson,Standard,cancelled,ITM005,Headphones,56.25,585.17,2025-10-27
601211,4916,Michael Anderson,Standard,cancelled,ITM011,Charger,496.89,1082.06,2025-10-27
789356,3393,Peter Best,Enterprise,new,ITM015,SSD,154.47,154.47,2025-10-27
789356,3393,Peter Best,Enterprise,new,ITM011,Charger,212.5,366.97,2025-10-27
789356,3393,Peter Best,Enterprise,new,ITM006,Webcam,429.54,796.51,2025-10-27
428198,1352,Nicole Anderson,Budget,cancelled,ITM015,SSD,499.18,499.18,2025-10-27
428198,1352,Nicole Anderson,Budget,cancelled,ITM008,Desk Chair,96.78,595.96,2025-10-27
428198,1352,Nicole Anderson,Budget,cancelled,ITM004,Monitor,156.41,752.37,2025-10-27
583094,1848,Michael Cole,Enterprise,cancelled,ITM007,USB Cable,197.6,197.6,2025-10-27
583094,1848,Michael Cole,Enterprise,cancelled,ITM015,SSD,357.72,555.32,2025-10-27
583094,1848,Michael Cole,Enterprise,cancelled,ITM005,Headphones,375.17,930.49,2025-10-27
583094,1848,Michael Cole,Enterprise,cancelled,ITM002,Mouse,283.25,1213.74,2025-10-27
583094,1848,Michael Cole,Enterprise,cancelled,ITM009,Desk Lamp,213.61,1427.35,2025-10-27
777246,5296,Patrick Norman,Enterprise,shipped,ITM011,Charger,10.4,10.4,2025-10-27
777246,5296,Patrick Norman,Enterprise,shipped,ITM008,Desk Chair,170.81,181.21,2025-10-27
353113,6814,Monica Sawyer,Premium,new,ITM013,Router,458.35,458.35,2025-10-27
353113,6814,Monica Sawyer,Premium,new,ITM012,Speaker,467.94,926.29,2025-10-27
767385,3743,Victoria White,Standard,new,ITM013,Router,276.52,276.52,2025-10-27
260230,8407,Sabrina Brock,Premium,new,ITM014,Hard Drive,146.24,146.24,2025-10-27
260230,8407,Sabrina Brock,Premium,new,ITM001,Laptop,326.67,472.91,2025-10-27
240120,9741,Kimberly Brady,Budget,pending,ITM010,Phone Case,379.46,379.46,2025-10-27
240120,9741,Kimberly Brady,Budget,pending,ITM007,USB Cable,15.78,395.24,2025-10-27
833795,1356,Michael Torres,Enterprise,shipped,ITM009,Desk Lamp,370.53,370.53,2025-10-27
167364,8014,Angela Jones,Premium,other,ITM006,Webcam,335.62,335.62,2025-10-27
167364,8014,Angela Jones,Premium,other,ITM008,Desk Chair,143.39,479.01,2025-10-27
167364,8014,Angela Jones,Premium,other,ITM014,Hard Drive,89.89,568.9,2025-10-27
167364,8014,Angela Jones,Premium,other,ITM001,Laptop,160.12,729.02,2025-10-27
167364,8014,Angela Jones,Premium,other,ITM009,Desk Lamp,116.19,845.21,2025-10-27
731929,6231,David Lewis,Enterprise,shipped,ITM014,Hard Drive,207.12,207.12,2025-10-27
731929,6231,David Lewis,Enterprise,shipped,ITM006,Webcam,216.61,423.73,2025-10-27
731929,6231,David Lewis,Enterprise,shipped,ITM015,SSD,358.26,781.99,2025-10-27
731929,6231,David Lewis,Enterprise,shipped,ITM008,Desk Chair,427.53,1209.52,2025-10-27
731929,6231,David Lewis,Enterprise,shipped,ITM004,Monitor,369.81,1579.33,2025-10-27
384173,9356,Natalie Smith,Standard,cancelled,ITM012,Speaker,172.84,172.84,2025-10-27
217733,3083,Laurie Johnson,Standard,pending,ITM003,Keyboard,380.18,380.18,2025-10-27
730832,3685,Miranda Durham,Premium,new,ITM001,Laptop,55.64,55.64,2025-10-27
321151,3792,Tyler Hodge,Budget,new,ITM008,Desk Chair,169.31,169.31,2025-10-27
321151,3792,Tyler Hodge,Budget,new,ITM001,Laptop,456.31,625.62,2025-10-27
154148,7859,Belinda Mora,Premium,shipped,ITM009,Desk Lamp,87.03,87.03,2025-10-27
154148,7859,Belinda Mora,Premium,shipped,ITM014,Hard Drive,380.84,467.87,2025-10-27
154148,7859,Belinda Mora,Premium,shipped,ITM007,USB Cable,470.86,938.73,2025-10-27
804257,5358,John Garcia,Premium,cancelled,ITM003,Keyboard,217.82,217.82,2025-10-27
804257,5358,John Garcia,Premium,cancelled,ITM015,SSD,35.35,253.17,2025-10-27
804257,5358,John Garcia,Premium,cancelled,ITM008,Desk Chair,306.66,559.83,2025-10-27
804257,5358,John Garcia,Premium,cancelled,ITM002,Mouse,408.0,967.83,2025-10-27
804257,5358,John Garcia,Premium,cancelled,ITM012,Speaker,241.74,1209.57,2025-10-27
680872,4261,Mr. Jeff Burgess MD,Standard,new,ITM014,Hard Drive,478.62,478.62,2025-10-27
632834,9766,Kelly Pacheco,Budget,pending,ITM011,Charger,292.11,292.11,2025-10-27
632834,9766,Kelly Pacheco,Budget,pending,ITM012,Speaker,311.56,603.67,2025-10-27
632834,9766,Kelly Pacheco,Budget,pending,ITM015,SSD,207.98,811.65,2025-10-27
632834,9766,Kelly Pacheco,Budget,pending,ITM014,Hard Drive,349.86,1161.51,2025-10-27
632834,9766,Kelly Pacheco,Budget,pending,ITM005,Headphones,53.52,1215.03,2025-10-27
932611,3411,Harry Hamilton,Budget,shipped,ITM009,Desk Lamp,469.37,469.37,2025-10-27
102786,3347,Angela Larson,Premium,new,ITM011,Charger,225.05,225.05,2025-10-27
