order_id,customer_id,customer_name,customer_segment,order_status,item_id,item_name,item_price,total,ds
813716,4189,Angela Stanley,Enterprise,new,ITM012,Speaker,272.71,272.71,2025-10-25
813716,4189,Angela Stanley,Enterprise,new,ITM004,Monitor,360.32,633.03,2025-10-25
813716,4189,Angela Stanley,Enterprise,new,ITM007,USB Cable,137.52,770.55,2025-10-25
813716,4189,Angela Stanley,Enterprise,new,ITM013,Router,395.77,1166.32,2025-10-25
813716,4189,Angela Stanley,Enterprise,new,ITM002,Mouse,466.72,1633.04,2025-10-25
311361,3711,Stacie Hunt,Standard,pending,ITM013,Router,115.7,115.7,2025-10-25
311361,3711,Stacie Hunt,Standard,pending,ITM007,USB Cable,323.91,439.61,2025-10-25
311361,3711,Stacie Hunt,Standard,pending,ITM015,SSD,11.15,450.76,2025-10-25
311361,3711,Stacie Hunt,Standard,pending,ITM008,Desk Chair,292.28,743.04,2025-10-25
311361,3711,Stacie Hunt,Standard,pending,ITM010,Phone Case,378.8,1121.84,2025-10-25
304522,9663,Loretta Lee,Standard,shipped,ITM005,Headphones,242.65,242.65,2025-10-25
714926,8548,Wanda Wilcox,Enterprise,other,ITM002,Mouse,134.63,134.63,2025-10-25
714926,8548,Wanda Wilcox,Enterprise,other,ITM004,Monitor,489.34,623.97,2025-10-25
714926,8548,Wanda Wilcox,Enterprise,other,ITM015,SSD,405.89,1029.86,2025-10-25
714926,8548,Wanda Wilcox,Enterprise,other,ITM012,Speaker,44.25,1074.11,2025-10-25
714926,8548,Wanda Wilcox,Enterprise,other,ITM007,USB Cable,143.87,1217.98,2025-10-25
110696,6760,Kelly Oconnor,Standard,pending,ITM015,SSD,176.59,176.59,2025-10-25
110696,6760,Kelly Oconnor,Standard,pending,ITM006,Webcam,167.47,344.06,2025-10-25
221679,4207,Ashley Schmidt,Standard,shipped,ITM012,Speaker,177.86,177.86,2025-10-25
165299,2876,Patricia Perry,Enterprise,cancelled,ITM015,SSD,390.12,390.12,2025-10-25
165299,2876,Patricia Perry,Enterprise,cancelled,ITM014,Hard Drive,75.94,466.06,2025-10-25
165299,2876,Patricia Perry,Enterprise,cancelled,ITM013,Router,213.16,679.22,2025-10-25
165299,2876,Patricia Perry,Enterprise,cancelled,ITM007,USB Cable,152.36,831.58,2025-10-25
250948,3464,Jason Cain III,Premium,other,ITM006,Webcam,122.47,122.47,2025-10-25
250948,3464,Jason Cain III,Premium,other,ITM001,Laptop,63.73,186.2,2025-10-25
250948,3464,Jason Cain III,Premium,other,ITM013,Router,21.33,207.53,2025-10-25
250948,3464,Jason Cain III,Premium,other,ITM010,Phone Case,113.59,321.12,2025-10-25
250948,3464,Jason Cain III,Premium,other,ITM003,Keyboard,249.37,570.49,2025-10-25
446837,8125,John Gonzalez,Enterprise,other,ITM009,Desk Lamp,48.5,48.5,2025-10-25
446837,8125,John Gonzalez,Enterprise,other,ITM001,Laptop,427.43,475.93,2025-10-25
446837,8125,John Gonzalez,Enterprise,other,ITM007,USB Cable,296.68,772.61,2025-10-25
446837,8125,John Gonzalez,Enterprise,other,ITM004,Monitor,323.32,1095.93,2025-10-25
829520,6652,Stanley Smith,Standard,pending,ITM007,USB Cable,217.48,217.48,2025-10-25
229032,8735,Dawn Hall,Premium,other,ITM012,Speaker,301.75,301.75,2025-10-25
229032,8735,Dawn Hall,Premium,other,ITM005,Headphones,480.88,782.63,2025-10-25
908487,5526,Joanna Juarez,Budget,pending,ITM008,Desk Chair,17.01,17.01,2025-10-25
908487,5526,Joanna Juarez,Budget,pending,ITM006,Webcam,453.93,470.94,2025-10-25
908487,5526,Joanna Juarez,Budget,pending,ITM003,Keyboard,182.48,653.42,2025-10-25
908487,5526,Joanna Juarez,Budget,pending,ITM004,Monitor,336.51,989.93,2025-10-25
961787,7280,Amanda Brandt,Budget,cancelled,ITM012,Speaker,305.72,305.72,2025-10-25
961787,7280,Amanda Brandt,Budget,cancelled,ITM011,Charger,485.03,790.75,2025-10-25
961787,7280,Amanda Brandt,Budget,cancelled,ITM002,Mouse,20.28,811.03,2025-10-25
961787,7280,Amanda Brandt,Budget,cancelled,ITM015,SSD,263.62,1074.65,2025-10-25
959503,5666,Steve Morris,Standard,other,ITM007,USB Cable,223.88,223.88,2025-10-25
959503,5666,Steve Morris,Standard,other,ITM002,Mouse,421.79,645.67,2025-10-25
959503,5666,Steve Morris,Standard,other,ITM015,SSD,401.47,1047.14,2025-10-25
959503,5666,Steve Morris,Standard,other,ITM003,Keyboard,123.31,1170.45,2025-10-25
234012,1104,Andrew Jordan,Enterprise,other,ITM013,Router,117.07,117.07,2025-10-25
234012,1104,Andrew Jordan,Enterprise,other,ITM012,Speaker,210.98,328.05,2025-10-25
707360,5296,Andre Hensley,Enterprise,pending,ITM003,Keyboard,235.37,235.37,2025-10-25
707360,5296,Andre Hensley,Enterprise,pending,ITM010,Phone Case,154.82,390.19,2025-10-25
707360,5296,Andre Hensley,Enterprise,pending,ITM012,Speaker,447.43,837.62,2025-10-25
707360,5296,Andre Hensley,Enterprise,pending,ITM006,Webcam,93.94,931.56,2025-10-25
773349,3710,Wayne Diaz,Premium,cancelled,ITM001,Laptop,53.28,53.28,2025-10-25
